,isComment,tweet_id,text,date,username,retweeted_status,retweet_count,likes,comments,comments_ids,repliesTo
1447290133678538753,False,1447290133678538753,"RT @IdiazAyuso: Tenemos que buscar soluciones alternativas mirando hacia el futuro para conseguir un medioambiente más cuidado.

Eliminamos…",2021-10-10 19:57:11+00:00,martinvars,True,1988,0,{'number of replies found': 0},[],
1447288926704648193,False,1447288926704648193,@barraganc Agree that of all of them the company most aware of the impending danger and reacting is VW.,2021-10-10 19:52:24+00:00,martinvars,False,0,1,{'number of replies found': 0},[],
1447264245528342530,False,1447264245528342530,"RT @DinaRadenkovic: Numerous studies have shown that perceived wellbeing &amp; happiness have a positive effect on life expectancy, adding 10yr…",2021-10-10 18:14:19+00:00,martinvars,True,2,0,{'number of replies found': 0},[],
1447254183162286083,False,1447254183162286083,@sascha_p What triggered you?,2021-10-10 17:34:20+00:00,martinvars,False,0,0,{'number of replies found': 0},[],
1447185085472595968,False,1447185085472595968,@sascha_p Apple Market cap $2.3 trillion.,2021-10-10 12:59:46+00:00,martinvars,False,0,3,{'number of replies found': 0},[],
1447131919280443393,False,1447131919280443393,@azeem Already Tesla is worth more than all the European car makers combined.,2021-10-10 09:28:30+00:00,martinvars,True,1,3,{'number of replies found': 0},[],
1447128639636713477,False,1447128639636713477,@azeem I used to think the same until I traded my Q7 for a Tesla X.,2021-10-10 09:15:28+00:00,martinvars,False,0,1,{'number of replies found': 0},[],
1447125891432259590,False,1447125891432259590,2007 Apple destroys Nokia. 2027 Tesla will destroy Daimler BMW Volkswagen Stellantis. High investment is needed by… https://t.co/Yk9n4Uv4mL,2021-10-10 09:04:33+00:00,martinvars,True,58,312,"{'1447669151330414593': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars It seems to me that as long as you’re sitting a few inches away from the asphalt and hands on the wheel… https://t.co/hbrbPYxVJY', 'date': '2021-10-11 21:03:16+00:00', 'username': 'rsagredog', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447623554607075335': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Lets Talk in 2027 again - u compare total different things. I think Tesla will soon Face Hard times when it Comes to EVs', 'date': '2021-10-11 18:02:05+00:00', 'username': 'Reddevil12121', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447486662309732354': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Gran portada.. tenían 1billion. El iPhone fue un tremendo disruptor. El Tesla es un sexy eléctrico, si… https://t.co/C6A6M4aRw2', 'date': '2021-10-11 08:58:07+00:00', 'username': 'joseurrutia', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447435586780942339': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Totally!', 'date': '2021-10-11 05:35:10+00:00', 'username': 'nbrusson', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447424733910339587': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Sure it will', 'date': '2021-10-11 04:52:03+00:00', 'username': 'billionaire_ca', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447355280598003713': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Tesla is Nokia in this story mate....', 'date': '2021-10-11 00:16:04+00:00', 'username': 'daniel_toloko', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447344479984250881': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars @RemindMe_OfThis 4 years', 'date': '2021-10-10 23:33:09+00:00', 'username': 'Toyotalover', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447325107161116681': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars This is a horrendously bad take from someone I’ve recently come to have some respect for despite his origins as a charlatan.', 'date': '2021-10-10 22:16:10+00:00', 'username': 'patrickkenney71', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447313230926340102': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Not a great comparison. Nokia had total smartphone domination back then. Tesla today sells nothing comp… https://t.co/lPEmzEhfOQ', 'date': '2021-10-10 21:28:58+00:00', 'username': 'EGMontesano', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447297159116693505': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars False comparison. Apple produced a unique product which is in a market that is a duopoly - Android and… https://t.co/3mYjfLypLU', 'date': '2021-10-10 20:25:06+00:00', 'username': 'jamesflames55', 'retweeted_status': False, 'retweet_count': 0, 'likes': 3}, '1447293174884573186': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Not sure this will happen, hydrogen, EV infrastrucure and the incumbents are not sleeping either...', 'date': '2021-10-10 20:09:16+00:00', 'username': 'dvicentet', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447288129551994884': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars What makes you think they are not investing? 🤔\n\nhttps://t.co/0sjled3Emy', 'date': '2021-10-10 19:49:14+00:00', 'username': 'barraganc', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447280295300976648': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars And remember, iphone marketshare is only around 17%', 'date': '2021-10-10 19:18:06+00:00', 'username': 'paulsFex', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447265588514983936': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Indeed. Tesla will also eat utility companies and, likely, some energy companies too.', 'date': '2021-10-10 18:19:39+00:00', 'username': 'AleResnik', 'retweeted_status': False, 'retweet_count': 0, 'likes': 1}, '1447265268439257088': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Why does $TSLA keep slashing R&amp;D?\nWhat new cars do they have in the pipeline?', 'date': '2021-10-10 18:18:23+00:00', 'username': 'StockJoke', 'retweeted_status': False, 'retweet_count': 0, 'likes': 3}, '1447260735189528577': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': ""@martinvars This is funny because in this scenario, tesla is Nokia, they're legacy EV.\n\nOther manufacturers have ea… https://t.co/PmAhHNUf6I"", 'date': '2021-10-10 18:00:22+00:00', 'username': 'Dooderoo', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447251400090652676': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars Wouldn\'t say ""destroy"". They still are a leading player in telecommunications', 'date': '2021-10-10 17:23:17+00:00', 'username': 'arielus_tdf', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447247401878790145': {'isComment': True, 'repliesTo': 'martinvars', 'tweet_id': '1447125891432259590', 'text': '@martinvars I think that Tesla does not have a competitive advantage as Apple had. However ,  those car manufacture… https://t.co/RMp7ogqlc6', 'date': '2021-10-10 17:07:23+00:00', 'username': 'Magno_en_Madrid', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 18}","['1447669151330414593', '1447623554607075335', '1447486662309732354', '1447435586780942339', '1447424733910339587', '1447355280598003713', '1447344479984250881', '1447325107161116681', '1447313230926340102', '1447297159116693505', '1447293174884573186', '1447288129551994884', '1447280295300976648', '1447265588514983936', '1447265268439257088', '1447260735189528577', '1447251400090652676', '1447247401878790145']",
1447084327968325632,False,1447084327968325632,RT @benedictevans: I wrote something about the metaverse. https://t.co/H4vLHLwLGJ,2021-10-10 06:19:23+00:00,martinvars,True,33,0,{'number of replies found': 0},[],
1446934189954174987,False,1446934189954174987,@MatiasNisenson Wow New Zealand is a disaster at vaccination.,2021-10-09 20:22:48+00:00,martinvars,False,0,0,{'number of replies found': 0},[],
1446930952215842816,False,1446930952215842816,@christianhern Astrobiology is two things that I love put together.,2021-10-09 20:09:56+00:00,martinvars,False,0,2,{'number of replies found': 0},[],
1446779513006874624,False,1446779513006874624,Los encierros por el Covid causaron un gran aumento en las enfermedades mentales. https://t.co/yTlNJ8m16I,2021-10-09 10:08:10+00:00,martinvars,True,18,46,{'number of replies found': 0},[],
1446716279197425668,False,1446716279197425668,"RT @JohnPompliano: SpaceX has reached a $100 billion valuation.

Elon Musk has reclaimed the title of richest person in the world with a ne…",2021-10-09 05:56:54+00:00,martinvars,True,1068,0,{'number of replies found': 0},[],
1446706935693185027,False,1446706935693185027,@gauravkapadia The challenge is that your success is what @NYCMayor dislikes.,2021-10-09 05:19:46+00:00,martinvars,False,0,3,{'number of replies found': 0},[],
1446401984072933378,False,1446401984072933378,"RT @CoinDesk: An investigation found that @Tether_to has lent billions of dollars to crypto companies using bitcoin as collateral, among th…",2021-10-08 09:08:00+00:00,martinvars,True,141,0,{'number of replies found': 0},[],
1446394929702449152,False,1446394929702449152,My Tesla in Spain offers me to pay €3700 and buy a Full Self Driving software package. Is it this package? https://t.co/MTjxfFtjCS,2021-10-08 08:39:58+00:00,martinvars,False,0,5,{'number of replies found': 0},[],
1446380389866614785,False,1446380389866614785,@Pablolinde El desafío es que España está a la cola en coches eléctricos.,2021-10-08 07:42:12+00:00,martinvars,False,0,0,{'number of replies found': 0},[],
1446380026010742806,False,1446380026010742806,@denuevoentuiter Spain is ready but you aren't :). You use case is less than 1%. Most drive less than 100km per day.,2021-10-08 07:40:45+00:00,martinvars,False,0,0,{'number of replies found': 0},[],
1446375358727663635,False,1446375358727663635,"Nobody knows where the $69bn are and  they still give him more dollars for ""tether"". Some people are fools. And he… https://t.co/M1M9wLEFLL",2021-10-08 07:22:12+00:00,martinvars,False,0,2,{'number of replies found': 0},[],
1446367515777642501,False,1446367515777642501,Electric vehicles have just passed diesel sales in Europe. Spain however is the slowest adopter of EVs. My wife and… https://t.co/PnqUpsJITY,2021-10-08 06:51:02+00:00,martinvars,True,3,55,{'number of replies found': 0},[],
1446350437968457742,False,1446350437968457742,Anyone interested in Tether should read this story. https://t.co/kknMnNnE0Y,2021-10-08 05:43:10+00:00,martinvars,True,5,16,{'number of replies found': 0},[],
1446230991484358660,False,1446230991484358660,"RT @CNN: Killing and assaulting unarmed citizens. Molesting children. Orchestrating bribery and corruption schemes. 

These are some of the…",2021-10-07 21:48:32+00:00,martinvars,True,260,0,{'number of replies found': 0},[],
1446210847852859394,False,1446210847852859394,@lucy_guo move it to Miami!,2021-10-07 20:28:30+00:00,martinvars,False,0,3,{'number of replies found': 0},[],
1446205927569477636,False,1446205927569477636,cursi https://t.co/KYArCIU3x3,2021-10-07 20:08:56+00:00,martinvars,False,0,4,{'number of replies found': 0},[],
1446205678809399298,False,1446205678809399298,@mtravizano @mbenjucv @south_summit @Spain_StartUp lo genial es que #SouthSummit21 haga que buenos amigos como vos… https://t.co/TKrAhB3HCH,2021-10-07 20:07:57+00:00,martinvars,True,3,8,{'number of replies found': 0},[],
1446170013904351234,False,1446170013904351234,RT @carlosdomingo: Lo de las máscaras en España es completamente absurdo.,2021-10-07 17:46:14+00:00,martinvars,True,4,0,{'number of replies found': 0},[],
1446107190670946319,False,1446107190670946319,"Wonder how many there are who believe in organ transplants, immunosuppressant medication, and not in vaccination. https://t.co/szVc5qjgDv",2021-10-07 13:36:36+00:00,martinvars,False,0,5,{'number of replies found': 0},[],
1446051307849146370,False,1446051307849146370,@SKmacro More per million are dying in Israel https://t.co/vY3QZQw4Gh,2021-10-07 09:54:32+00:00,martinvars,False,0,0,{'number of replies found': 0},[],
1446046535838535683,False,1446046535838535683,Having said this Israel is doing worse than Spain in percentage of people vaccinated and in number of daily cases.… https://t.co/G7olu4P2Zp,2021-10-07 09:35:35+00:00,martinvars,True,2,27,{'number of replies found': 0},[],
1446038064762134531,False,1446038064762134531,Yesterday I met with an Israeli VC team visiting Spain. All triple vaccinated. In Israel now you need to show you a… https://t.co/t6g8qOltPr,2021-10-07 09:01:55+00:00,martinvars,True,5,27,{'number of replies found': 0},[],
1447668527398146048,True,1447589048378433539,@martinvars Tampoco.,2021-10-11 21:00:47+00:00,TancrediLeo,False,0,0,,,martinvars
1447666045838315525,True,1447589048378433539,@martinvars Creo que los mexicanos deberían centrarse en sus problemas del AHORA y no dejarse desviarlo su atención por debates estériles..,2021-10-11 20:50:56+00:00,TocaNas,False,0,0,,,martinvars
1447632120600530949,True,1447589048378433539,@martinvars Para que pedir disculpas? Si volviese a ocurrir haríamos lo mismo.,2021-10-11 18:36:07+00:00,ricard0miranda,False,0,0,,,martinvars
1447622028811509762,True,1447589048378433539,"@martinvars Que buen punto Martin. Toda la razón, dentro de esta sinrazón.",2021-10-11 17:56:01+00:00,ParsimoniaC,False,0,0,,,martinvars
1447613853827751938,True,1447589048378433539,@martinvars .Los que viven en Mexico no son descendientes de los conquistadores. Son una mezcla multirracial mestiz… https://t.co/S93a7sjcnn,2021-10-11 17:23:32+00:00,1cafelitoalas11,False,0,2,,,martinvars
1447605597721939972,True,1447589048378433539,@martinvars Que pavada todo esto. Me imagino a Mongolia y Macedonia pidiendole disculpas a medio mundo.,2021-10-11 16:50:44+00:00,AmadorArgentino,False,0,2,,,martinvars
1447669151330414593,True,1447125891432259590,@martinvars It seems to me that as long as you’re sitting a few inches away from the asphalt and hands on the wheel… https://t.co/hbrbPYxVJY,2021-10-11 21:03:16+00:00,rsagredog,False,0,0,,,martinvars
1447623554607075335,True,1447125891432259590,@martinvars Lets Talk in 2027 again - u compare total different things. I think Tesla will soon Face Hard times when it Comes to EVs,2021-10-11 18:02:05+00:00,Reddevil12121,False,0,0,,,martinvars
1447486662309732354,True,1447125891432259590,"@martinvars Gran portada.. tenían 1billion. El iPhone fue un tremendo disruptor. El Tesla es un sexy eléctrico, si… https://t.co/C6A6M4aRw2",2021-10-11 08:58:07+00:00,joseurrutia,False,0,0,,,martinvars
1447435586780942339,True,1447125891432259590,@martinvars Totally!,2021-10-11 05:35:10+00:00,nbrusson,False,0,0,,,martinvars
1447424733910339587,True,1447125891432259590,@martinvars Sure it will,2021-10-11 04:52:03+00:00,billionaire_ca,False,0,0,,,martinvars
1447355280598003713,True,1447125891432259590,@martinvars Tesla is Nokia in this story mate....,2021-10-11 00:16:04+00:00,daniel_toloko,False,0,0,,,martinvars
1447344479984250881,True,1447125891432259590,@martinvars @RemindMe_OfThis 4 years,2021-10-10 23:33:09+00:00,Toyotalover,False,0,0,,,martinvars
1447325107161116681,True,1447125891432259590,@martinvars This is a horrendously bad take from someone I’ve recently come to have some respect for despite his origins as a charlatan.,2021-10-10 22:16:10+00:00,patrickkenney71,False,0,0,,,martinvars
1447313230926340102,True,1447125891432259590,@martinvars Not a great comparison. Nokia had total smartphone domination back then. Tesla today sells nothing comp… https://t.co/lPEmzEhfOQ,2021-10-10 21:28:58+00:00,EGMontesano,False,0,0,,,martinvars
1447297159116693505,True,1447125891432259590,@martinvars False comparison. Apple produced a unique product which is in a market that is a duopoly - Android and… https://t.co/3mYjfLypLU,2021-10-10 20:25:06+00:00,jamesflames55,False,0,3,,,martinvars
1447293174884573186,True,1447125891432259590,"@martinvars Not sure this will happen, hydrogen, EV infrastrucure and the incumbents are not sleeping either...",2021-10-10 20:09:16+00:00,dvicentet,False,0,0,,,martinvars
1447288129551994884,True,1447125891432259590,"@martinvars What makes you think they are not investing? 🤔

https://t.co/0sjled3Emy",2021-10-10 19:49:14+00:00,barraganc,False,0,0,,,martinvars
1447280295300976648,True,1447125891432259590,"@martinvars And remember, iphone marketshare is only around 17%",2021-10-10 19:18:06+00:00,paulsFex,False,0,0,,,martinvars
1447265588514983936,True,1447125891432259590,"@martinvars Indeed. Tesla will also eat utility companies and, likely, some energy companies too.",2021-10-10 18:19:39+00:00,AleResnik,False,0,1,,,martinvars
1447265268439257088,True,1447125891432259590,"@martinvars Why does $TSLA keep slashing R&amp;D?
What new cars do they have in the pipeline?",2021-10-10 18:18:23+00:00,StockJoke,False,0,3,,,martinvars
1447260735189528577,True,1447125891432259590,"@martinvars This is funny because in this scenario, tesla is Nokia, they're legacy EV.

Other manufacturers have ea… https://t.co/PmAhHNUf6I",2021-10-10 18:00:22+00:00,Dooderoo,False,0,0,,,martinvars
1447251400090652676,True,1447125891432259590,"@martinvars Wouldn't say ""destroy"". They still are a leading player in telecommunications",2021-10-10 17:23:17+00:00,arielus_tdf,False,0,0,,,martinvars
1447247401878790145,True,1447125891432259590,"@martinvars I think that Tesla does not have a competitive advantage as Apple had. However ,  those car manufacture… https://t.co/RMp7ogqlc6",2021-10-10 17:07:23+00:00,Magno_en_Madrid,False,0,0,,,martinvars
1447286514623266817,False,1447286514623266817,@datalore_tv Now you’re just being weird. 😆,2021-10-10 19:42:49+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1447286458625101825,False,1447286458625101825,@ScottMonty 🤣,2021-10-10 19:42:35+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1447283835415117826,False,1447283835415117826,Ever walk by the bakery section at the grocery store and just wanna gag because it smells TOO sweet? Just me? https://t.co/WVQqGGLxX5,2021-10-10 19:32:10+00:00,LuriaPetrucci,False,0,12,{'number of replies found': 0},[],
1447228689112915968,False,1447228689112915968,@SoldierKnowBest Ouch!! The pause and tight back into it is 🔥,2021-10-10 15:53:02+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1447227539605258241,False,1447227539605258241,@TomFrankly Haha rolling in the dough! 😂,2021-10-10 15:48:28+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1446960289115611137,False,1446960289115611137,Who should be I be for Halloween? 🤔,2021-10-09 22:06:30+00:00,LuriaPetrucci,False,0,14,{'number of replies found': 0},[],
1446956310482677761,False,1446956310482677761,@PatFlynn @Entrepreneur @itsterryrice Woohoo!!,2021-10-09 21:50:42+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1446566084476223490,False,1446566084476223490,When client calls make you laugh till your face hurts. I’m so honored to be able to work with such AMAZING people!!! 🥰,2021-10-08 20:00:05+00:00,LuriaPetrucci,True,1,13,{'number of replies found': 0},[],
1446513747917516802,False,1446513747917516802,"Happy Friday y'all 💃 Join @MelanieDyann TODAY at 10:00am PT for an LSP takeover!! 🔥
 https://t.co/tUm1rgBoDQ",2021-10-08 16:32:07+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1446479986278354947,False,1446479986278354947,"@SDubosq @LanceUlanoff Yeah, true. Love that you're going to reuse the timber!",2021-10-08 14:17:57+00:00,LuriaPetrucci,False,0,0,{'number of replies found': 0},[],
1446465969740652556,False,1446465969740652556,@LanceUlanoff 😢 didn’t look like it was harming the house. Sad.,2021-10-08 13:22:15+00:00,LuriaPetrucci,False,0,0,{'number of replies found': 0},[],
1446288964323733508,False,1446288964323733508,@PatFlynn 🥰,2021-10-08 01:38:54+00:00,LuriaPetrucci,False,0,2,{'number of replies found': 0},[],
1446244359653847068,False,1446244359653847068,"If you're in a job you hate and you want to quit it to do something you're more passionate about, @PatFlynn has gre… https://t.co/ExNyvTIbtO",2021-10-07 22:41:39+00:00,LuriaPetrucci,False,0,19,{'number of replies found': 0},[],
1445894780907515905,False,1445894780907515905,@snpiperpilot Magnitude better is White Chocolate Macadamia! https://t.co/w8wDqOgg6i,2021-10-06 23:32:33+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1445894529052151818,False,1445894529052151818,@shellysavesthe @Snubs What the heck girl - why'd you miss all the things!,2021-10-06 23:31:33+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1445894462668898304,False,1445894462668898304,@shellysavesthe LOL glad I'm not the only one! :D,2021-10-06 23:31:17+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1445869993250361344,False,1445869993250361344,"LIMITED FREE access to my new twitch course on linkedin! Get it while it's 🔥🔥🔥
 https://t.co/f5t3q2xtts",2021-10-06 21:54:04+00:00,LuriaPetrucci,True,3,6,{'number of replies found': 0},[],
1445859341890830336,False,1445859341890830336,#VidSummit2021 throwback ❤️ Subway picnics with some awesome people. Can't get much better than that! (Except for t… https://t.co/R0Fvg8sTYz,2021-10-06 21:11:44+00:00,LuriaPetrucci,False,0,15,{'number of replies found': 0},[],
1445849154039603205,False,1445849154039603205,Great opportunity to get your Q's answered from Matt at YouTube about Partner Managers! Ask away on his thread... https://t.co/FLRRmXVSTM,2021-10-06 20:31:15+00:00,LuriaPetrucci,False,0,2,{'number of replies found': 0},[],
1445763052029104132,False,1445763052029104132,Speaking of twitch 👀 wanna know how to better utilize it for your business? 💰 Check out my course that teaches you… https://t.co/YshPAaSMhM,2021-10-06 14:49:07+00:00,LuriaPetrucci,False,0,5,{'number of replies found': 0},[],
1445358328280858627,False,1445358328280858627,@EposVox It’s definitely got more lasting power. They have a ways to go IMO but are actively working to make it bet… https://t.co/txcStZKmHm,2021-10-05 12:00:53+00:00,LuriaPetrucci,False,0,3,{'number of replies found': 0},[],
1445169373593804802,False,1445169373593804802,"#5 - We need accountability as human beings. When you have zero accountability, you make decisions that harm people… https://t.co/uJ7ADok2vK",2021-10-04 23:30:03+00:00,LuriaPetrucci,True,1,18,{'number of replies found': 0},[],
1445169316572188673,False,1445169316572188673,#4 - Nobody but the people at the top of these companies truly know what's what. You never know what the real truth… https://t.co/AJUCmw8kW2,2021-10-04 23:29:49+00:00,LuriaPetrucci,False,0,15,{'number of replies found': 0},[],
1445169262847410183,False,1445169262847410183,"#3 - You as a leader of any team, no matter how small or large, must must MUST acknowledge this and work daily to m… https://t.co/i3zTVLVQa0",2021-10-04 23:29:36+00:00,LuriaPetrucci,True,1,12,{'number of replies found': 0},[],
1445169190923431939,False,1445169190923431939,"#2 - However, if the people at the top are not in for the right reasons, there's only so much the individuals can d… https://t.co/l6GGFuXrOY",2021-10-04 23:29:19+00:00,LuriaPetrucci,True,1,12,{'number of replies found': 0},[],
1445169079497609216,False,1445169079497609216,"5 Lessons from today's events... [1/5]
#1) I know employees at both Facebook and YouTube. The individuals who work… https://t.co/YeiysmoEVO",2021-10-04 23:28:53+00:00,LuriaPetrucci,True,2,27,{'number of replies found': 0},[],
1445161327769501698,False,1445161327769501698,@casonband Absolutely!!! :),2021-10-04 22:58:04+00:00,LuriaPetrucci,False,0,1,{'number of replies found': 0},[],
1445161249348587520,False,1445161249348587520,"BTW, I was joking about ""let's not do that again""! It's absolutely necessary for us NOT to rely on any platform. We… https://t.co/hbJj2qpTgO",2021-10-04 22:57:46+00:00,LuriaPetrucci,True,1,20,{'number of replies found': 0},[],
1445155042466549765,False,1445155042466549765,And.... now we know what the world would be like without Facebook. Let's not do that again LOL! Amazing to realize… https://t.co/lPezIW6jy1,2021-10-04 22:33:06+00:00,LuriaPetrucci,False,0,14,{'number of replies found': 0},[],
1445113314908901385,False,1445113314908901385,@reneritchie Crab Mac and cheese! Oh wait… or is crab ceaser salad?!? 🤣,2021-10-04 19:47:17+00:00,LuriaPetrucci,False,0,0,{'number of replies found': 0},[],
1445106184344588295,False,1445106184344588295,Uh... whoops. https://t.co/mOkADxLSWT,2021-10-04 19:18:57+00:00,LuriaPetrucci,False,0,13,{'number of replies found': 0},[],
